,image,json_data
208,<PIL.JpegImagePlugin.JpegImageFile image mode=RGB size=621x1338 at 0x7F90CA7A2AA0>,"{'company': 'GARDENIA BAKERIES (KL) SDN BHD', 'date': '22/09/2017', 'address': 'LOT 3, JALAN PELABUR 23/1, 40300 SHAH ALAM, SELANGOR.', 'total': '79.26'}"
209,<PIL.JpegImagePlugin.JpegImageFile image mode=RGB size=616x1208 at 0x7F90CA7A2B00>,"{'company': 'GARDENIA BAKERIES (KL) SDN BHD', 'date': '21/09/2017', 'address': 'LOT 3, JALAN PELABUR 23/1, 40300 SHAH ALAM, SELANGOR.', 'total': '43.36'}"
210,<PIL.JpegImagePlugin.JpegImageFile image mode=RGB size=649x1161 at 0x7F90CA7A2B60>,"{'company': 'GARDENIA BAKERIES (KL) SDN BHD', 'date': '20/09/2017', 'address': 'LOT 3, JALAN PELABUR 23/1, 40300 SHAH ALAM, SELANGOR.', 'total': '23.02'}"
211,<PIL.JpegImagePlugin.JpegImageFile image mode=RGB size=620x1204 at 0x7F90CA7A2BC0>,"{'company': 'GARDENIA BAKERIES (KL) SDN BHD', 'date': '14/09/2017', 'address': 'LOT 3, JALAN PELABUR 23/1, 40300 SHAH ALAM, SELANGOR.', 'total': '25.84'}"
212,<PIL.JpegImagePlugin.JpegImageFile image mode=RGB size=612x1204 at 0x7F90CA7A2C20>,"{'company': 'GARDENIA BAKERIES (KL) SDN BHD', 'date': '02/09/2017', 'address': 'LOT 3, JALAN PELABUR 23/1, 40300 SHAH ALAM, SELANGOR.', 'total': '48.57'}"
213,<PIL.JpegImagePlugin.JpegImageFile image mode=RGB size=616x1192 at 0x7F90CA7A2C80>,"{'company': 'GARDENIA BAKERIES (KL) SDN BHD', 'date': '27/09/2017', 'address': 'LOT 3, JALAN PELABUR 23/1, 40300 SHAH ALAM, SELANGOR.', 'total': '28.98'}"
214,<PIL.JpegImagePlugin.JpegImageFile image mode=RGB size=616x1224 at 0x7F90CA7A2CE0>,"{'company': 'GARDENIA BAKERIES (KL) SDN BHD', 'date': '26/09/2017', 'address': 'LOT 3, JALAN PELABUR 23/1, 40300 SHAH ALAM, SELANGOR.', 'total': '53.96'}"
215,<PIL.JpegImagePlugin.JpegImageFile image mode=RGB size=616x1192 at 0x7F90CA7A2D40>,"{'company': 'GARDENIA BAKERIES (KL) SDN BHD', 'date': '24/09/2017', 'address': 'LOT 3, JALAN PELABUR 23/1, 40300 SHAH ALAM, SELANGOR.', 'total': '38.55'}"
216,<PIL.JpegImagePlugin.JpegImageFile image mode=RGB size=616x1264 at 0x7F90CA7A2DA0>,"{'company': 'GARDENIA BAKERIES (KL) SDN BHD', 'date': '12/09/2017', 'address': 'LOT 3, JALAN PELABUR 23/1, 40300 SHAH ALAM, SELANGOR.', 'total': '84.78'}"
217,<PIL.JpegImagePlugin.JpegImageFile image mode=RGB size=620x1291 at 0x7F90CA7A2E00>,"{'company': 'GARDENIA BAKERIES (KL) SDN BHD', 'date': '06/09/2017', 'address': 'LOT 3, JALAN PELABUR 23/1, 40300 SHAH ALAM, SELANGOR', 'total': '62.82'}"
218,<PIL.JpegImagePlugin.JpegImageFile image mode=RGB size=616x1230 at 0x7F90CA7A2E60>,"{'company': 'GARDENIA BAKERIES (KL) SDN BHD', 'date': '02/10/2017', 'address': 'LOT 3, JALAN PELABUR 23/1, 40300 SHAH ALAM, SELANGOR.', 'total': '35.58'}"
219,<PIL.JpegImagePlugin.JpegImageFile image mode=RGB size=616x1184 at 0x7F90CA7A2EC0>,"{'company': 'GARDENIA BAKERIES (KL) SDN BHD', 'date': '01/09/2017', 'address': 'LOT 3, JALAN PELABUR 23/1, 40300 SHAH ALAM, SELANGOR.', 'total': '5.00'}"
220,<PIL.JpegImagePlugin.JpegImageFile image mode=RGB size=620x1188 at 0x7F90CA7A2F20>,"{'company': 'GARDENIA BAKERIES (KL) SDN BHD', 'date': '28/10/2017', 'address': 'LOT 3, JALAN PELABUR 23/1, 40300 SHAH ALAM, SELANGOR.', 'total': '32.26'}"
221,<PIL.JpegImagePlugin.JpegImageFile image mode=RGB size=620x1224 at 0x7F90CA7A2F80>,"{'company': 'GARDENIA BAKERIES (KL) SDN BHD', 'date': '16/10/2017', 'address': 'LOT 3, JALAN PELABUR 23/1, 40300 SHAH ALAM, SELANGOR.', 'total': '42.25'}"
222,<PIL.JpegImagePlugin.JpegImageFile image mode=RGB size=616x1224 at 0x7F90CA7A2FE0>,"{'company': 'GARDENIA BAKERIES (KL) SDN BHD', 'date': '13/10/2017', 'address': 'LOT 3, JALAN PELABUR 23/1, 40300 SHAH ALAM, SELANGOR.', 'total': '39.77'}"
223,<PIL.JpegImagePlugin.JpegImageFile image mode=RGB size=620x1192 at 0x7F90CA7A3040>,"{'company': 'GARDENIA BAKERIES (KL) SDN BHD', 'date': '11/10/2017', 'address': 'LOT 3, JALAN PELABUR 23/1, 40300 SHAH ALAM, SELANGOR.', 'total': '27.10'}"
224,<PIL.JpegImagePlugin.JpegImageFile image mode=RGB size=620x1158 at 0x7F90CA7A30A0>,"{'company': 'GARDENIA BAKERIES (KL) SDN BHD', 'date': '07/10/2017', 'address': 'LOT 3, JALAN PELABUR 23/1, 40300 SHAH ALAM, SELANGOR.', 'total': '32.12'}"
225,<PIL.JpegImagePlugin.JpegImageFile image mode=RGB size=616x960 at 0x7F90CA7A3100>,"{'company': 'GARDENIA BAKERIES (KL) SDN BHD', 'date': '06/10/2017', 'address': 'LOT 3, JALAN PELABUR 23/1, 40300 SHAH ALAM, SELANGOR.', 'total': '33.84'}"
226,<PIL.JpegImagePlugin.JpegImageFile image mode=RGB size=616x1176 at 0x7F90CA7A3160>,"{'company': 'GARDENIA BAKERIES (KL) SDN BHD', 'date': '27/10/2017', 'address': 'LOT 3, JALAN PELABUR 23/1, 40300 SHAH ALAM, SELANGOR.', 'total': '35.88'}"
227,<PIL.JpegImagePlugin.JpegImageFile image mode=RGB size=880x1856 at 0x7F90CA7A31C0>,"{'company': 'YIN MA (M) SDN.BHD.', 'date': '31 JAN 2016', 'address': 'NO.2, JALAN UDANG SIAR 2, TAMAN SRI SEGAMBUT, 52000 KUALA LUMPUR.', 'total': '5.40'}"
228,<PIL.JpegImagePlugin.JpegImageFile image mode=RGB size=884x1701 at 0x7F90CA7A3220>,"{'company': '99 SPEED MART S/B', 'date': '31-01-16', 'address': 'LOT P.T. 33198, BATU 4 JALAN KAPAR, MUKIM KAPAR 42100 KLANG, SELANGOR 1320-TMN BATU', 'total': '262.20'}"
229,<PIL.JpegImagePlugin.JpegImageFile image mode=RGB size=884x2339 at 0x7F90CA7A3280>,"{'company': 'MR. D.I.Y. (M) SDN BHD', 'date': '18-04-16', 'address': 'LOT 1851-A & 1851-B, JALAN KPB 6, KAWASAN PERINDUSTRIAN BALAKONG, 43300 SERI KEMBANGAN, SELANGOR', 'total': 'RM 96.90'}"
230,<PIL.JpegImagePlugin.JpegImageFile image mode=RGB size=888x1648 at 0x7F90CA7A32E0>,"{'company': 'KEDAI UBAT & RUNCIT HONG NING SDN. BHD.', 'date': '21/12/16', 'address': 'NO.8,JALAN LANG KUNING, KEPONG BARU, 52100 KUALA LUMPUR.', 'total': '8.00'}"
231,<PIL.JpegImagePlugin.JpegImageFile image mode=RGB size=880x1838 at 0x7F90CA7A3340>,"{'company': 'KEDAI UBAT & RUNCIT HONG NING SDN. BHD.', 'date': '24/12/16', 'address': 'NO.8,JALAN LANG KUNING, KEPONG BARU, 52100 KUALA LUMPUR', 'total': '25.55'}"
232,<PIL.JpegImagePlugin.JpegImageFile image mode=RGB size=920x1582 at 0x7F90CA7A33A0>,"{'company': 'GOLDEN ARCHES RESTAURANTS SDN BHD', 'date': '03/12/2016', 'address': 'NO.3, JALAN SS21/39,47400 PETALING JAYA SELANGOR', 'total': '14.70'}"
233,<PIL.JpegImagePlugin.JpegImageFile image mode=RGB size=932x1512 at 0x7F90CA7A3400>,"{'company': 'GUDANG HASIL RESTAURANT SDN BHD', 'date': '02-12-2016', 'address': 'NO. 33, LRG HANG JEBAT, MELAKA', 'total': 'RM15.80'}"
234,<PIL.JpegImagePlugin.JpegImageFile image mode=RGB size=888x2200 at 0x7F90CA7A3460>,"{'company': '99 SPEED MART S/B', 'date': '06-12-16', 'address': 'LOT P.T. 2811, JALAN ANGSA, TAMAN BERKELEY 41150 KLANG, SELANGOR 1605-TMN SRI BINTANG', 'total': '85.45'}"
235,<PIL.JpegImagePlugin.JpegImageFile image mode=RGB size=888x1542 at 0x7F90CA7A34C0>,"{'company': 'KEDAI UBAT & RUNCIT HONG NING SDN. BHD.', 'date': '02/02/16', 'address': 'NO.8,JALAN LANG KUNING, KEPONG BARU, 52100 KUALA LUMPUR', 'total': '676.00'}"
236,<PIL.JpegImagePlugin.JpegImageFile image mode=RGB size=892x1975 at 0x7F90CA7A3520>,"{'company': 'MR. D.I.Y. (KUCHAI) SDN BHD', 'date': '01-02-16', 'address': 'LOT 1851-A & 1851-B, JALAN KPB 6, KAWASAN PERINDUSTRIAN BALAKONG, 43300 SERI KEMBANGAN, SELANGOR', 'total': 'RM 26.40'}"
237,<PIL.JpegImagePlugin.JpegImageFile image mode=RGB size=884x2180 at 0x7F90CA7A3580>,"{'company': 'MR. D.I.Y. (M) SDN BHD', 'date': '21-02-16', 'address': 'LOT 1851-A & 1851-B, JALAN KPB 6, KAWASAN PERINDUSTRIAN BALAKONG, 43300 SERI KEMBANGAN, SELANGOR', 'total': 'RM 30.90'}"
238,<PIL.JpegImagePlugin.JpegImageFile image mode=RGB size=884x1826 at 0x7F90CA7A35E0>,"{'company': 'MR. D.I.Y. (KUCHAI) SDN BHD', 'date': '10-01-16', 'address': 'LOT 1851-A & 1851-B, JALAN KPB 6, KAWASAN PERINDUSTRIAN BALAKONG, 43300 SERI KEMBANGAN, SELANGOR', 'total': 'RM 8.10'}"
239,<PIL.JpegImagePlugin.JpegImageFile image mode=RGB size=884x1826 at 0x7F90CA7A3640>,"{'company': 'MR. D.I.Y. (KUCHAI) SDN BHD', 'date': '11-01-16', 'address': 'LOT 1851-A & 1851-B, JALAN KPB 6, KAWASAN PERINDUSTRIAN BALAKONG, 43300 SERI KEMBANGAN, SELANGOR', 'total': 'RM 7.00'}"
240,<PIL.JpegImagePlugin.JpegImageFile image mode=RGB size=884x2293 at 0x7F90CA7A36A0>,"{'company': 'MR. D.I.Y. (M) SDN BHD', 'date': '11-01-16', 'address': 'LOT 1851-A & 1851-B, JALAN KPB 6, KAWASAN PERINDUSTRIAN BALAKONG, 43300 SERI KEMBANGAN, SELANGOR', 'total': 'RM 32.80'}"
241,<PIL.JpegImagePlugin.JpegImageFile image mode=RGB size=888x1996 at 0x7F90CA7A3700>,"{'company': '99 SPEED MART S/B', 'date': '13-01-16', 'address': 'LOT P.T. 33198, BATU 4 JALAN KAPAR, MUKIM KAPAR 42100 KLANG, SELANGOR 1605-TMN SRI BINTANG', 'total': '71.60'}"
242,<PIL.JpegImagePlugin.JpegImageFile image mode=RGB size=888x1522 at 0x7F90CA7A3760>,"{'company': 'KEDAI UBAT & RUNCIT HONG NING SDN. BHD.', 'date': '02/01/16', 'address': 'NO.8,JALAN LANG KUNING, KEPONG BARU, 52100 KUALA LUMPUR.', 'total': '29.10'}"
243,<PIL.JpegImagePlugin.JpegImageFile image mode=RGB size=888x2280 at 0x7F90CA7A37C0>,"{'company': 'MR. D.I.Y. (KUCHAI) SDN BHD', 'date': '05-01-16', 'address': 'LOT 1851-A & 1851-B, JALAN KPB 6, KAWASAN PERINDUSTRIAN BALAKONG, 43300 SERI KEMBANGAN, SELANGOR', 'total': 'RM 34.40'}"
244,<PIL.JpegImagePlugin.JpegImageFile image mode=RGB size=884x2886 at 0x7F90CA7A3820>,"{'company': 'MR. D.I.Y. (M) SDN BHD', 'date': '10-01-16', 'address': 'LOT 1851-A & 1851-B, JALAN KPB 6, KAWASAN PERINDUSTRIAN BALAKONG, 43300 SERI KEMBANGAN, SELANGOR', 'total': 'RM 59.20'}"
245,<PIL.JpegImagePlugin.JpegImageFile image mode=RGB size=936x1562 at 0x7F90CA7A3880>,"{'company': 'YAM FRESH', 'date': '2016-07-31', 'address': 'NO.145G, JALAN RIMBUNAN RAYA 1, LAMAN RIMBUNAN KEPONG, 52100 KUALA LUMPUR', 'total': 'RM7.95'}"
246,<PIL.JpegImagePlugin.JpegImageFile image mode=RGB size=884x1852 at 0x7F90CA7A38E0>,"{'company': 'SECURITY & OA TRADING', 'date': '7/6/2016', 'address': 'LOT TC007 & 008, 3RD FLOOR, SG. WANG PLAZA', 'total': '399.00'}"
247,<PIL.JpegImagePlugin.JpegImageFile image mode=RGB size=884x1868 at 0x7F90CA7A3940>,"{'company': 'YIN MA (M) SDN.BHD.', 'date': '19 JUL 2016', 'address': 'NO.2, JALAN UDANG SIAR 2, TAMAN SRI SEGAMBUT, 52000 KUALA LUMPUR.', 'total': '14.50'}"
248,<PIL.JpegImagePlugin.JpegImageFile image mode=RGB size=888x1758 at 0x7F90CA7A39A0>,"{'company': 'YIN MA (M) SDN.BHD.', 'date': '03 JUN 2016', 'address': 'NO.2, JALAN UDANG SIAR 2, TAMAN SRI SEGAMBUT, 52000 KUALA LUMPUR.', 'total': '32.70'}"
249,<PIL.JpegImagePlugin.JpegImageFile image mode=RGB size=892x1495 at 0x7F90CA7A3A00>,"{'company': '99 SPEED MART S/B', 'date': '08-06-16', 'address': 'LOT P.T. 33198, BATU 4 JALAN KAPAR, MUKIM KAPAR 42100 KLANG, SELANGOR 1181-TMN SRI SINAR', 'total': '2.10'}"
250,<PIL.JpegImagePlugin.JpegImageFile image mode=RGB size=888x2021 at 0x7F90CA7A3A60>,"{'company': 'MONSIEUR ( M ) SDN. BHD.', 'date': '12/06/2016', 'address': 'LOT S319A, 2ND FLOOR, 1 UTAMA SHOPPING CENTRE - PHASE 2 PERSIARAN BANDAR UTAMA, 47800 PETALING JAYA. MALAYSIA', 'total': '23.20'}"
251,<PIL.JpegImagePlugin.JpegImageFile image mode=RGB size=888x2168 at 0x7F90CA7A3AC0>,"{'company': 'MR. D.I.Y. (M) SDN BHD', 'date': '06-05-16', 'address': 'LOT 1851-A & 1851-B, JALAN KPB 6, KAWASAN PERINDUSTRIAN BALAKONG, 43300 SERI KEMBANGAN, SELANGOR', 'total': 'RM 26.70'}"
252,<PIL.JpegImagePlugin.JpegImageFile image mode=RGB size=888x2792 at 0x7F90CA7A3B20>,"{'company': 'PACIFIC ASIAN FOOD DELIGHTS S/B', 'date': '08/05/2016', 'address': 'NO.35,GROUND FLOOR JLN METRO PERDANA BARAT 1 TAMAN USAHAWAN KEPONG 52100 KL', 'total': '78.50'}"
253,<PIL.JpegImagePlugin.JpegImageFile image mode=RGB size=888x1917 at 0x7F90CA7A3B80>,"{'company': 'MONSIEUR ( M ) SDN. BHD.', 'date': '01/05/2016', 'address': 'LOT S319A, 2ND FLOOR, 1 UTAMA SHOPPING CENTRE - PHASE 2 PERSIARAN BANDAR UTAMA, 47800 PETALING JAYA. MALAYSIA', 'total': '8.80'}"
254,<PIL.JpegImagePlugin.JpegImageFile image mode=RGB size=888x1644 at 0x7F90CA7A3BE0>,"{'company': '99 SPEED MART S/B', 'date': '20-09-16', 'address': 'LOT P.T. 33198, BATU 4 JALAN KAPAR, MUKIM KAPAR 42100 KLANG, SELANGOR 1558-TMN PUSAT KEPONG', 'total': '14.20'}"
255,<PIL.JpegImagePlugin.JpegImageFile image mode=RGB size=443x859 at 0x7F90CA7A3C40>,"{'company': 'RESTORAN HOETIM', 'date': '28/05/2018', 'address': '1-G,JALAN OS 1/3,ONE SELAYANG OFF JALAN RAWANG 68100 B.CAVES', 'total': 'RM83.00'}"
256,<PIL.JpegImagePlugin.JpegImageFile image mode=RGB size=627x2023 at 0x7F90CA7A3CA0>,"{'company': 'KECHARA VEGETARIAN RESTAURANT S/B', 'date': '15/05/18', 'address': 'NO. 72A, JALAN UNIVERSITI, 46200, PETALING JAYA, SELANGOR.', 'total': '64.50'}"
257,<PIL.JpegImagePlugin.JpegImageFile image mode=RGB size=884x1642 at 0x7F90CA7A3D00>,"{'company': '99 SPEED MART S/B', 'date': '19-10-16', 'address': 'LOT P.T. 33198, BATU 4 JALAN KAPAR, MUKIM KAPAR 42100 KLANG, SELANGOR 1558-TMN PUSAT KEPONG', 'total': '14.20'}"
258,<PIL.JpegImagePlugin.JpegImageFile image mode=RGB size=936x1934 at 0x7F90CA7A3D60>,"{'company': 'PU TIEN (M) SDN BHD', 'date': '12/10/2017', 'address': 'LOT 2-25, SUNWAY VELOCITY MALL LINGKARAN SV, SUNWAY VELOCITY, 55100 KUALA LUMPUR', 'total': 'RM36.96'}"
259,<PIL.JpegImagePlugin.JpegImageFile image mode=RGB size=936x2033 at 0x7F90CA7A3DC0>,"{'company': 'YHM MID VALLEY', 'date': '15/12/2017', 'address': 'LOT T-015B, LEVEL 3, MID VALLEY CITY, LINGKARAN SYED PUTRA, 59200 KUALA LUMPUR MALAYSIA.', 'total': '21.60'}"
260,<PIL.JpegImagePlugin.JpegImageFile image mode=RGB size=936x2868 at 0x7F90CA7A3E20>,"{'company': 'THE COFFEE BEAN & TEA LEAF (M) SDN. BHD.', 'date': '15/12/2017', 'address': 'UNIT G047, GROUND FLOOR MID VALLEY MEGAMALL MID VALLEY CITY, LINGKARAN SYED PUT 59200 KUALA LUMPUR', 'total': '39.70'}"
261,<PIL.JpegImagePlugin.JpegImageFile image mode=RGB size=713x2025 at 0x7F90CA7A3E80>,"{'company': 'GUARDIAN HEALTH AND BEAUTY SDN BHD', 'date': '16/08/17', 'address': 'LOT B-005-006, BASEMENT LEVEL 1 THE STARLING MALL JALAN SS21/60, DAMANSARA UTAMA.', 'total': '108.21'}"
262,<PIL.JpegImagePlugin.JpegImageFile image mode=RGB size=884x1667 at 0x7F90CA7A3EE0>,"{'company': 'SKL DAMANSARA ENTERPRISE', 'date': '28/07/17', 'address': '69G, JALAN SS21/60, DAMANSARA UTAMA, 47400 PETALING JAYA, SELANGOR.', 'total': '28.80'}"
263,<PIL.JpegImagePlugin.JpegImageFile image mode=RGB size=932x2093 at 0x7F90CA7A3F40>,"{'company': 'AEON CO. (M) BHD', 'date': '09/07/2017', 'address': '3RD FLR, AEON TAMAN MALURI SC JLN JEJAKA, TAMAN MALURI CHERAS, 55100 KUALA LUMPUR', 'total': '23.80'}"
264,<PIL.JpegImagePlugin.JpegImageFile image mode=RGB size=709x1281 at 0x7F90CA7A3FA0>,"{'company': '99 SPEED MART S/B', 'date': '14-08-17', 'address': 'LOT P.T. 2811, JALAN ANGSA, TAMAN BERKELEY 41150 KLANG, SELANGOR 1056-UPTOWN', 'total': '3.30'}"
265,<PIL.JpegImagePlugin.JpegImageFile image mode=RGB size=932x2167 at 0x7F90CA7A3FD0>,"{'company': 'BECON ENTERPRISE SDN BHD', 'date': '13-11-2017', 'address': 'NO.41G, JLN SS21/60, DAMANSARA UTAMA, 47400 PJ, SELANGOR.', 'total': '270.10'}"
266,<PIL.JpegImagePlugin.JpegImageFile image mode=RGB size=4961x7016 at 0x7F90CA6700A0>,"{'company': 'ROYALTEA', 'date': '09/05/2018', 'address': 'NO. 23, JALAN SUTERA TANJUNG 8/3, TAMAN SUTERA UTAMA 81300 SKUDAI JOHOR,MALAYSIA.', 'total': '10.90'}"
267,<PIL.JpegImagePlugin.JpegImageFile image mode=RGB size=4961x7016 at 0x7F90CA670100>,"{'company': 'THE TOAST F&B SDN BHD', 'date': '19/05/2018', 'address': 'LOT 2110&2111 JALAN PERMAS UTARA BANDAR BARU PERMAS 81750,JOHOR BAHRU JOHOR', 'total': '71.10'}"
268,<PIL.JpegImagePlugin.JpegImageFile image mode=RGB size=4961x7016 at 0x7F90CA670160>,"{'company': 'BHPETROL PERMAS JAYA 2', 'date': '08-05-2018', 'address': 'LOT PTD 101051 JALAN PERMAS 10/10 81750 MASAI, JOHOR', 'total': 'RM 50.00'}"
269,<PIL.JpegImagePlugin.JpegImageFile image mode=RGB size=4961x7016 at 0x7F90CA6701C0>,"{'company': 'AEON CO. (M) BHD', 'date': '11/05/2018', 'address': '3RD FLR, AEON TAMAN MALURI SC JLN JEJAKA, TAMAN MALURI CHERAS, 55100 KUALA LUMPUR', 'total': '458.55'}"
270,<PIL.JpegImagePlugin.JpegImageFile image mode=RGB size=4961x7016 at 0x7F90CA670220>,"{'company': 'UNIHAKKA INTERNATIONAL SDN BHD', 'date': '10 MAY 2018', 'address': '12, JALAN TAMPOI 7/4,KAWASAN PERINDUSTRIAN TAMPOI,81200 JOHOR BAHRU,JOHOR', 'total': '$12.20'}"
271,<PIL.JpegImagePlugin.JpegImageFile image mode=RGB size=4961x7016 at 0x7F90CA670280>,"{'company': 'UNIHAKKA INTERNATIONAL SDN BHD', 'date': '21 MAY 2018', 'address': '2, JALAN TAMPOI 7/4,KAWASAN PERINDUSTRIAN TAMPOI,81200 JOHOR BAHRU,JOHOR', 'total': '$8.20'}"
272,<PIL.JpegImagePlugin.JpegImageFile image mode=RGB size=4961x7016 at 0x7F90CA6702E0>,"{'company': 'UNIHAKKA INTERNATIONAL SDN BHD', 'date': '23 MAY 2018', 'address': '12, JALAN TAMPOI 7/4,KAWASAN PERINDUSTRIAN TAMPOI,81200 JOHOR BAHRU,JOHOR', 'total': '$9.20'}"
273,<PIL.JpegImagePlugin.JpegImageFile image mode=RGB size=775x1307 at 0x7F90CA670340>,"{'company': 'GOLDEN KEY MAKER', 'date': '11-APR-2018', 'address': 'NO 5, JALAN KENARI 2, BANDAR PUCHONG JAYA, 47100 PUCHONG, SELANGOR', 'total': '10.00'}"
274,<PIL.JpegImagePlugin.JpegImageFile image mode=RGB size=831x1124 at 0x7F90CA6703A0>,"{'company': 'MR. D.I.Y. (M) SDN BHD', 'date': '14-04-18', 'address': 'LOT 1851-A & 1851-B, JALAN KPB 6, KAWASAN PERINDUSTRIAN BALAKONG, 43300 SERI KEMBANGAN, SELANGOR', 'total': 'RM 5.00'}"
275,<PIL.JpegImagePlugin.JpegImageFile image mode=RGB size=792x1329 at 0x7F90CA670400>,"{'company': 'MR. D.I.Y. (M) SDN BHD', 'date': '21-04-18', 'address': 'LOT 1851-A & 1851-B, JALAN KPB 6, KAWASAN PERINDUSTRIAN BALAKONG, 43300 SERI KEMBANGAN, SELANGOR', 'total': 'RM 48.90'}"
276,<PIL.JpegImagePlugin.JpegImageFile image mode=RGB size=752x1425 at 0x7F90CA670460>,"{'company': 'MR. D.I.Y. (M) SDN BHD', 'date': '22-04-18', 'address': 'LOT 1851-A & 1851-B, JALAN KPB 6, KAWASAN PERINDUSTRIAN BALAKONG, 43300 SERI KEMBANGAN, SELANGOR', 'total': 'RM 27.20'}"
