,image,json_data
277,<PIL.JpegImagePlugin.JpegImageFile image mode=RGB size=842x1280 at 0x7F90CA6704C0>,"{'company': 'MR. D.I.Y. (M) SDN BHD', 'date': '27-04-18', 'address': 'LOT 1851-A & 1851-B, JALAN KPB 6, KAWASAN PERINDUSTRIAN BALAKONG, 43300 SERI KEMBANGAN, SELANGOR', 'total': '1.90'}"
278,<PIL.JpegImagePlugin.JpegImageFile image mode=RGB size=625x1076 at 0x7F90CA670520>,"{'company': 'UNIPHARM PHARMACY', 'date': '05/APR/2018', 'address': 'B12, JALAN SS 15/4D, 47500 SUBANG JAYA,', 'total': '24.90'}"
279,<PIL.JpegImagePlugin.JpegImageFile image mode=L size=4961x7016 at 0x7F90CA670580>,"{'company': 'UNIHAKKA INTERNATIONAL SDN BHD', 'date': '06 MAY 2018', 'address': '12, JALAN TAMPOI 7/4,KAWASAN PERINDUSTRIAN TAMPOI,81200 JOHOR BAHRU,JOHOR', 'total': '$7.30'}"
280,<PIL.JpegImagePlugin.JpegImageFile image mode=L size=4961x7016 at 0x7F90CA6705E0>,"{'company': 'UNIHAKKA INTERNATIONAL SDN BHD', 'date': '12 MAY 2018', 'address': '12, JALAN TAMPOI 7/4,KAWASAN PERINDUSTRIAN TAMPOI,81200 JOHOR BAHRU,JOHOR', 'total': '$6.60'}"
281,<PIL.JpegImagePlugin.JpegImageFile image mode=L size=4854x6701 at 0x7F90CA670670>,"{'company': 'UNIHAKKA INTERNATIONAL SDN BHD', 'date': '02 MAY 2018', 'address': '12, JALAN TAMPOI 7/4,KAWASAN PERINDUSTRIAN TAMPOI,81200 JOHOR BAHRU,JOHOR', 'total': '$8.20'}"
282,<PIL.JpegImagePlugin.JpegImageFile image mode=L size=4961x7016 at 0x7F90CA670700>,"{'company': 'UNIHAKKA INTERNATIONAL SDN BHD', 'date': '11 MAY 2018', 'address': '12, JALAN TAMPOI 7/4,KAWASAN PERINDUSTRIAN TAMPOI,81200 JOHOR BAHRU,JOHOR', 'total': '$7.80'}"
283,<PIL.JpegImagePlugin.JpegImageFile image mode=L size=4961x7016 at 0x7F90CA670790>,"{'company': 'UNIHAKKA INTERNATIONAL SDN BHD', 'date': '03 MAY 2018', 'address': '12, JALAN TAMPOI 7/4,KAWASAN PERINDUSTRIAN TAMPOI,81200 JOHOR BAHRU,JOHOR', 'total': '$8.20'}"
284,<PIL.JpegImagePlugin.JpegImageFile image mode=L size=4961x7016 at 0x7F90CA670820>,"{'company': 'UNIHAKKA INTERNATIONAL SDN BHD', 'date': '04 MAY 2018', 'address': '12, JALAN TAMPOI 7/4,KAWASAN PERINDUSTRIAN TAMPOI,81200 JOHOR BAHRU,JOHOR', 'total': '$6.60'}"
285,<PIL.JpegImagePlugin.JpegImageFile image mode=L size=4961x7016 at 0x7F90CA6708B0>,"{'company': 'DE JELITA STESEN MINYAK', 'date': '02/05/18', 'address': 'JLN PERMAS 9/5, BDR PERMAS JAYA 81750, JOHOR BAHRU', 'total': '60.00'}"
286,<PIL.JpegImagePlugin.JpegImageFile image mode=RGB size=4961x7016 at 0x7F90CA670940>,"{'company': 'GERBANG ALAF RESTAURANTS SDN BHD', 'date': '26/05/2018', 'address': 'LEVEL 6, BANGUNAN TH, DAMANSARA UPTOWN3 NO.3, JALAN SS21/39,47400 PETALING JAYA SELANGOR', 'total': '32.25'}"
287,<PIL.JpegImagePlugin.JpegImageFile image mode=RGB size=4961x7016 at 0x7F90CA6709D0>,"{'company': 'GLOBAL FOOD EMPIRE SDN BHD', 'date': '2018-05-01', 'address': 'NO. 27, JALAN AUSTIN HEIGHT 8/4, TAMAN MOUNT AUSTIN, 81100 JOHOR BAHRU.', 'total': '38.35'}"
288,<PIL.JpegImagePlugin.JpegImageFile image mode=RGB size=619x1475 at 0x7F90CA721630>,"{'company': 'SANYU STATIONERY SHOP', 'date': '05/04/2017', 'address': 'NO. 31G&33G, JALAN SETIA INDAH X ,U13/X 40170 SETIA ALAM', 'total': '3.30'}"
289,<PIL.JpegImagePlugin.JpegImageFile image mode=RGB size=615x1475 at 0x7F90CA721600>,"{'company': 'SANYU STATIONERY SHOP', 'date': '27/03/2017', 'address': 'NO. 31G&33G, JALAN SETIA INDAH X ,U13/X 40170 SETIA ALAM', 'total': '8.70'}"
290,<PIL.JpegImagePlugin.JpegImageFile image mode=RGB size=623x1471 at 0x7F90CA7213C0>,"{'company': 'SANYU STATIONERY SHOP', 'date': '28/10/2017', 'address': 'NO. 31G&33G, JALAN SETIA INDAH X ,U13/X 40170 SETIA ALAM', 'total': '21.90'}"
291,<PIL.JpegImagePlugin.JpegImageFile image mode=RGB size=623x1471 at 0x7F90CA7215A0>,"{'company': 'SANYU STATIONERY SHOP', 'date': '17/11/2017', 'address': 'NO. 31G&33G, JALAN SETIA INDAH X ,U13/X 40170 SETIA ALAM', 'total': '2.00'}"
292,<PIL.JpegImagePlugin.JpegImageFile image mode=RGB size=623x1479 at 0x7F90CA7214B0>,"{'company': 'SANYU STATIONERY SHOP', 'date': '12/09/2017', 'address': 'NO. 31G&33G, JALAN SETIA INDAH X ,U13/X 40170 SETIA ALAM', 'total': '8.70'}"
293,<PIL.JpegImagePlugin.JpegImageFile image mode=RGB size=623x1475 at 0x7F90CA721420>,"{'company': 'SANYU STATIONERY SHOP', 'date': '14/10/2017', 'address': 'NO. 31G&33G, JALAN SETIA INDAH X ,U13/X 40170 SETIA ALAM', 'total': '8.70'}"
294,<PIL.JpegImagePlugin.JpegImageFile image mode=RGB size=623x1471 at 0x7F90CA721870>,"{'company': 'SANYU STATIONERY SHOP', 'date': '24/09/2017', 'address': 'NO. 31G&33G, JALAN SETIA INDAH X ,U13/X 40170 SETIA ALAM', 'total': '8.70'}"
295,<PIL.JpegImagePlugin.JpegImageFile image mode=RGB size=623x1475 at 0x7F90CA721810>,"{'company': 'SANYU STATIONERY SHOP', 'date': '24/10/2017', 'address': 'NO. 31G&33G, JALAN SETIA INDAH X ,U13/X 40170 SETIA ALAM', 'total': '3.00'}"
296,<PIL.JpegImagePlugin.JpegImageFile image mode=RGB size=619x1475 at 0x7F90CA7217B0>,"{'company': 'SANYU STATIONERY SHOP', 'date': '06/10/2017', 'address': 'NO. 31G&33G, JALAN SETIA INDAH X ,U13/X 40170 SETIA ALAM', 'total': '8.70'}"
297,<PIL.JpegImagePlugin.JpegImageFile image mode=RGB size=619x1507 at 0x7F90CA721750>,"{'company': 'SANYU STATIONERY SHOP', 'date': '16/12/2017', 'address': 'NO. 31G&33G, JALAN SETIA INDAH X ,U13/X 40170 SETIA ALAM', 'total': '8.70'}"
298,<PIL.JpegImagePlugin.JpegImageFile image mode=RGB size=623x1499 at 0x7F90CA7216F0>,"{'company': 'SANYU STATIONERY SHOP', 'date': '21/12/2017', 'address': 'NO. 31G&33G, JALAN SETIA INDAH X ,U13/X 40170 SETIA ALAM', 'total': '3.90'}"
299,<PIL.JpegImagePlugin.JpegImageFile image mode=RGB size=623x1507 at 0x7F90CA7216C0>,"{'company': 'SANYU STATIONERY SHOP', 'date': '29/11/2017', 'address': 'NO. 31G&33G, JALAN SETIA INDAH X ,U13/X 40170 SETIA ALAM', 'total': '2.30'}"
300,<PIL.JpegImagePlugin.JpegImageFile image mode=RGB size=627x1599 at 0x7F90CB237460>,"{'company': 'SANYU STATIONERY SHOP', 'date': '23/11/2017', 'address': 'NO. 31G&33G, JALAN SETIA INDAH X ,U13/X 40170 SETIA ALAM', 'total': '10.90'}"
301,<PIL.JpegImagePlugin.JpegImageFile image mode=RGB size=591x1807 at 0x7F90CA71FFD0>,"{'company': 'AIK HUAT HARDWARE ENTERPRISE (SETIA ALAM) SDN BHD', 'date': '22/09/2017', 'address': 'NO. 17-G, JALAN SETIA INDAH (X) U13/X, SETIA ALAM, SEKSYEN U13, 40170 SHAH ALAM,', 'total': '28.00'}"
302,<PIL.JpegImagePlugin.JpegImageFile image mode=RGB size=615x1063 at 0x7F90CB26B490>,"{'company': 'SUPER NINETY NINE SDN.BHD.', 'date': '31/05/2018', 'address': 'NO.3343, GROUND FLOOR, JALAN 18/32, TAMAN SRI SERDANG, 43300 SERI KEMBANGAN,', 'total': '3.00'}"
303,<PIL.JpegImagePlugin.JpegImageFile image mode=RGB size=933x2300 at 0x7F90CB268490>,"{'company': 'SYARIKAT KAM LAI SEONG SDN BHD', 'date': '08-03-2018', 'address': 'NO. 1442, JALAN SK 11/5, SERI KEMBANGAN 43300 SELANGOR', 'total': '190.00'}"
304,<PIL.JpegImagePlugin.JpegImageFile image mode=RGB size=631x1691 at 0x7F90CB26B0D0>,"{'company': 'PELITA SAMUDRA PERTAMA (M) SDN BHD.', 'date': '03/06/2018', 'address': 'NO.2-1,JALAN KAMARUDDIN ISA 31400 IPOH,PERAK DARUL RIDZUAN', 'total': '61.70'}"
305,<PIL.JpegImagePlugin.JpegImageFile image mode=RGB size=627x1735 at 0x7F90CB268610>,"{'company': 'SOUP & PORRIDGE', 'date': '05-06-2018', 'address': 'LOT S10NB & S12NB, RESTORAN JEJANTAS SG. BULOH, ARAH UTARA, PLUS BERHAD.', 'total': '20.70'}"
306,<PIL.JpegImagePlugin.JpegImageFile image mode=RGB size=627x1199 at 0x7F90CB144A60>,"{'company': 'THONG RECIPE', 'date': '27/06/18', 'address': '16G BLOCK B ,ZENITH CORPORATE PARK JALAN SS7/26, 47301 PETALING JAYA SELANGOR', 'total': '58.70'}"
307,<PIL.JpegImagePlugin.JpegImageFile image mode=RGB size=4961x7016 at 0x7F90CA670A00>,"{'company': 'UNIHAKKA INTERNATIONAL SDN BHD', 'date': '01 JUN 2018', 'address': '12, JALAN TAMPOI 7/4,KAWASAN PERINDUSTRIAN TAMPOI,81200 JOHOR BAHRU,JOHOR', 'total': 'RM8.75'}"
308,<PIL.JpegImagePlugin.JpegImageFile image mode=RGB size=4961x7016 at 0x7F90CA670A90>,"{'company': 'UNIHAKKA INTERNATIONAL SDN BHD', 'date': '02 JUN 2018', 'address': '12, JALAN TAMPOI 7/4,KAWASAN PERINDUSTRIAN TAMPOI,81200 JOHOR BAHRU,JOHOR', 'total': 'RM10.35'}"
309,<PIL.JpegImagePlugin.JpegImageFile image mode=RGB size=4961x7016 at 0x7F90CA670AF0>,"{'company': 'MOONLIGHT CAKE HOUSE SDN BHD', 'date': '02/06/2018', 'address': 'NO.1, JALAN PERMAS 10/5, BANDAR BARU PERMAS JAYA 81750 JOHOR BAHRU, JOHOR.', 'total': 'RM16.20'}"
310,<PIL.JpegImagePlugin.JpegImageFile image mode=RGB size=4961x7016 at 0x7F90CA670B50>,"{'company': 'AEON CO. (M) BHD', 'date': '03/06/2018', 'address': '3RD FLR, AEON TAMAN MALURI SC JLN JEJAKA, TAMAN MALURI CHERAS, 55100 KUALA LUMPUR', 'total': '147.45'}"
311,<PIL.JpegImagePlugin.JpegImageFile image mode=RGB size=4961x7016 at 0x7F90CA670BB0>,"{'company': 'UNIHAKKA INTERNATIONAL SDN BHD', 'date': '06 JUN 2018', 'address': '12, JALAN TAMPOI 7/4,KAWASAN PERINDUSTRIAN TAMPOI,81200 JOHOR BAHRU,JOHOR', 'total': 'RM7.25'}"
312,<PIL.JpegImagePlugin.JpegImageFile image mode=RGB size=4961x7016 at 0x7F90CA670C10>,"{'company': 'MOONLIGHT CAKE HOUSE SDN BHD', 'date': '07/06/2018', 'address': 'NO.1, JALAN PERMAS 10/5, BANDAR BARU PERMAS JAYA 81750 JOHOR BAHRU, JOHOR.', 'total': 'RM15.00'}"
313,<PIL.JpegImagePlugin.JpegImageFile image mode=RGB size=4961x7016 at 0x7F90CA670C70>,"{'company': 'UNIHAKKA INTERNATIONAL SDN BHD', 'date': '07 JUN 2018', 'address': '12, JALAN TAMPOI 7/4,KAWASAN PERINDUSTRIAN TAMPOI,81200 JOHOR BAHRU,JOHOR', 'total': 'RM8.20'}"
314,<PIL.JpegImagePlugin.JpegImageFile image mode=RGB size=4961x7016 at 0x7F90CA670CD0>,"{'company': 'UNIHAKKA INTERNATIONAL SDN BHD', 'date': '08 JUN 2018', 'address': '12, JALAN TAMPOI 7/4,KAWASAN PERINDUSTRIAN TAMPOI,81200 JOHOR BAHRU,JOHOR', 'total': 'RM6.70'}"
315,<PIL.JpegImagePlugin.JpegImageFile image mode=RGB size=4961x7016 at 0x7F90CA670D30>,"{'company': 'UNIHAKKA INTERNATIONAL SDN BHD', 'date': '05 JUN 2018', 'address': '12, JALAN TAMPOI 7/4,KAWASAN PERINDUSTRIAN TAMPOI,81200 JOHOR BAHRU,JOHOR', 'total': 'RM7.50'}"
316,<PIL.JpegImagePlugin.JpegImageFile image mode=RGB size=4961x7016 at 0x7F90CA670D90>,"{'company': 'MOONLIGHT CAKE HOUSE SDN BHD', 'date': '11/06/2018', 'address': 'NO.1, JALAN PERMAS 10/5, BANDAR BARU PERMAS JAYA 81750 JOHOR BAHRU, JOHOR.', 'total': 'RM28.20'}"
317,<PIL.JpegImagePlugin.JpegImageFile image mode=RGB size=4961x7016 at 0x7F90CA670DF0>,"{'company': 'CHEF HENRY RIBS HOUSE', 'date': '05/06/2018', 'address': '4, JALAN KEBUDAYAAN 1 TAMAN UNIVERSITI 81300, SKUDAI', 'total': '103.85'}"
318,<PIL.JpegImagePlugin.JpegImageFile image mode=RGB size=4961x7016 at 0x7F90CA670E50>,"{'company': 'AEON CO. (M) BHD', 'date': '17/06/2018', 'address': '3RD FLR, AEON TAMAN MALURI SC JLN JEJAKA, TAMAN MALURI CHERAS, 55100 KUALA LUMPUR', 'total': '8.95'}"
319,<PIL.JpegImagePlugin.JpegImageFile image mode=RGB size=4961x7016 at 0x7F90CA670EB0>,"{'company': 'EXQUISITE GARDEN SDN BHD', 'date': '03 JUN 18', 'address': 'LOT NO R134,GIANT HYPERMARKET PLENTONG NO3, JALAN MASAI LAMA 81750 MASAI. JAHOR BAHRU', 'total': '28.00'}"
320,<PIL.JpegImagePlugin.JpegImageFile image mode=RGB size=4961x7016 at 0x7F90CA670F10>,"{'company': 'IKANO HANDEL SDN BHD', 'date': '09/06/18', 'address': 'NO. 33, JALAN HARMONIUM TAMAN DESA TEBRAU 81100 JOHOR BAHRU', 'total': '46.20'}"
321,<PIL.JpegImagePlugin.JpegImageFile image mode=RGB size=4961x7016 at 0x7F90CA670F70>,"{'company': '118 MJ MOOKATA HOUSE', 'date': '11-06-2018', 'address': 'NO.7G,JALAN PERMAS 11, BANDAR BARU PERMAS JAYA, 81750 MASAI, JOHOR.', 'total': '102.40'}"
322,<PIL.JpegImagePlugin.JpegImageFile image mode=RGB size=4961x7016 at 0x7F90CA670FD0>,"{'company': 'UNIHAKKA INTERNATIONAL SDN BHD', 'date': '13 JUN 2018', 'address': '12, JALAN TAMPOI 7/4,KAWASAN PERINDUSTRIAN TAMPOI,81200 JOHOR BAHRU, JOHOR', 'total': 'RM8.85'}"
323,<PIL.JpegImagePlugin.JpegImageFile image mode=RGB size=4961x7016 at 0x7F90CA671030>,"{'company': 'UNIHAKKA INTERNATIONAL SDN BHD', 'date': '14 JUN 2018', 'address': '12, JALAN TAMPOI 7/4,KAWASAN PERINDUSTRIAN TAMPOI,81200 JOHOR BAHRU, JOHOR', 'total': 'RM10.15'}"
324,<PIL.JpegImagePlugin.JpegImageFile image mode=RGB size=4961x7016 at 0x7F90CA671090>,"{'company': 'AEON CO. (M) BHD', 'date': '03/06/2018', 'address': '3RD FLR, AEON TAMAN MALURI SC JLN JEJAKA, TAMAN MALURI CHERAS, 55100 KUALA LUMPUR', 'total': '79.45'}"
325,<PIL.JpegImagePlugin.JpegImageFile image mode=RGB size=4961x7016 at 0x7F90CA6710F0>,"{'company': 'BOOK TALK (MUTIARA RINI) SDN BHD', 'date': '21/6/2018', 'address': 'NO. 53 & 55, JALAN UTAMA 34, MUTIARA RINI, SKUDAI, JOHOR.', 'total': '9.30'}"
326,<PIL.JpegImagePlugin.JpegImageFile image mode=RGB size=4961x7016 at 0x7F90CA671150>,"{'company': 'UNIHAKKA INTERNATIONAL SDN BHD', 'date': '19 JUN 2018', 'address': '12, JALAN TAMPOI 7/4,KAWASAN PERINDUSTRIAN TAMPOI,81200 JOHOR BAHRU,JOHOR', 'total': 'RM8.45'}"
327,<PIL.JpegImagePlugin.JpegImageFile image mode=RGB size=4961x7016 at 0x7F90CA6711B0>,"{'company': 'GERBANG ALAF RESTAURANTS SDN BHD', 'date': '24/06/2018', 'address': 'LEVEL 6, BANGUNAN TH, DAMANSARA UPTOWN3 NO.3, JALAN SS21/39, 47400 PETALING JAYA SELANGOR', 'total': '7.35'}"
328,<PIL.JpegImagePlugin.JpegImageFile image mode=RGB size=4961x7016 at 0x7F90CA671210>,"{'company': 'UNIHAKKA INTERANTIONAL SDN BHD', 'date': '21 JUN 2018', 'address': '12,JALAN TAMPOI 7/4,KAWASAN PERINDUSTRIAN TAMPOI,81200 JOHOR BAHRU, JOHOR', 'total': 'RM7.70'}"
329,<PIL.JpegImagePlugin.JpegImageFile image mode=RGB size=4961x7016 at 0x7F90CA671270>,"{'company': 'KOREAN DINE SDN BHD', 'date': '19/06/2018', 'address': 'NO 4, JALAN PERMAS 10/5. BANDAR BARU PERMAS JAYA, 81750 JOHOR BAHRU, JOHOR.', 'total': '152.90'}"
330,<PIL.JpegImagePlugin.JpegImageFile image mode=RGB size=4961x7016 at 0x7F90CA6712D0>,"{'company': 'ROYALTEA', 'date': '02/06/2018', 'address': 'NO.33,JALAN SELADANG TAMAN ABAD, 80250 JOHOR BAHRU, JOHOR ,MALAYSIA.', 'total': '13.10'}"
331,<PIL.JpegImagePlugin.JpegImageFile image mode=RGB size=787x1605 at 0x7F90CA671330>,"{'company': 'RESTORAN WAN SHENG', 'date': '09-04-2018', 'address': 'NO.2, JALAN TEMENGGUNG 19/9, SEKSYEN 9, BANDAR MAHKOTA CHERAS, 43200 CHERAS, SELANGOR', 'total': '17.60'}"
332,<PIL.JpegImagePlugin.JpegImageFile image mode=RGB size=787x1636 at 0x7F90CA671390>,"{'company': 'RESTORAN WAN SHENG', 'date': '02-04-2018', 'address': 'NO.2, JALAN TEMENGGUNG 19/9, SEKSYEN 9, BANDAR MAHKOTA CHERAS, 43200 CHERAS, SELANGOR', 'total': '6.00'}"
333,<PIL.JpegImagePlugin.JpegImageFile image mode=RGB size=794x1708 at 0x7F90CA6713F0>,"{'company': 'RESTORAN WAN SHENG', 'date': '05-05-2018', 'address': 'NO.2, JALAN TEMENGGUNG 19/9, SEKSYEN 9, BANDAR MAHKOTA CHERAS, 43200 CHERAS, SELANGOR', 'total': '7.60'}"
334,<PIL.JpegImagePlugin.JpegImageFile image mode=RGB size=791x1731 at 0x7F90CA671450>,"{'company': 'RESTORAN WAN SHENG', 'date': '10-05-2018', 'address': 'NO.2, JALAN TEMENGGUNG 19/9, SEKSYEN 9, BANDAR MAHKOTA CHERAS, 43200 CHERAS, SELANGOR', 'total': '7.20'}"
335,<PIL.JpegImagePlugin.JpegImageFile image mode=RGB size=793x1471 at 0x7F90CA6714B0>,"{'company': 'RESTORAN WAN SHENG', 'date': '11-05-2018', 'address': 'NO.2, JALAN TEMENGGUNG 19/9, SEKSYEN 9, BANDAR MAHKOTA CHERAS, 43200 CHERAS, SELANGOR', 'total': '1.90'}"
336,<PIL.JpegImagePlugin.JpegImageFile image mode=RGB size=787x1509 at 0x7F90CA671510>,"{'company': 'GERBANG ALAF RESTAURANTS SDN BHD', 'date': '30/05/2018', 'address': 'LEVEL 6, BANGUNAN TH, DAMANSARA UPTOWN3 NO.3 , JALAN SS21/39,47400 PETALING JAYA SELANGOR', 'total': '19.00'}"
337,<PIL.JpegImagePlugin.JpegImageFile image mode=RGB size=791x2682 at 0x7F90CA671570>,"{'company': 'VEG FISH FARM THAI RESTAURANT S/B', 'date': '01/05/2018', 'address': 'KM 4, JLN AMPANG, HULU LANGAT, 68000 AMAPNG, SELANGOR.', 'total': '412.90'}"
338,<PIL.JpegImagePlugin.JpegImageFile image mode=RGB size=932x1741 at 0x7F90CA6715D0>,"{'company': 'RESTORAN WAN SHENG', 'date': '21-06-2018', 'address': 'NO.2, JALAN TEMENGGUNG 19/9, SEKSYEN 9, BANDAR MAHKOTA CHERAS, 43200 CHERAS, SELANGOR', 'total': '4.60'}"
339,<PIL.JpegImagePlugin.JpegImageFile image mode=RGB size=928x1830 at 0x7F90CA671630>,"{'company': 'RESTORAN WAN SHENG', 'date': '29-06-2018', 'address': 'NO.2, JALAN TEMENGGUNG 19/9, SEKSYEN 9, BANDAR MAHKOTA CHERAS, 43200 CHERAS, SELANGOR', 'total': '7.20'}"
340,<PIL.JpegImagePlugin.JpegImageFile image mode=RGB size=932x1667 at 0x7F90CA671690>,"{'company': 'RESTORAN WAN SHENG', 'date': '27-06-2018', 'address': 'NO.2, JALAN TEMENGGUNG 19/9, SEKSYEN 9, BANDAR MAHKOTA CHERAS, 43200 CHERAS, SELANGOR', 'total': '2.30'}"
341,<PIL.JpegImagePlugin.JpegImageFile image mode=RGB size=932x1659 at 0x7F90CA6716F0>,"{'company': 'RESTORAN WAN SHENG', 'date': '01-06-2018', 'address': 'NO.2, JALAN TEMENGGUNG 19/9, SEKSYEN 9, BANDAR MAHKOTA CHERAS, 43200 CHERAS, SELANGOR', 'total': '4.80'}"
342,<PIL.JpegImagePlugin.JpegImageFile image mode=RGB size=932x2191 at 0x7F90CA671750>,"{'company': 'PAPPARICH BMC', 'date': '29 JUN 18', 'address': 'NO.19 & 21 JALAN TEMENGGUNG 23/9 BANDAR MAHKOTA CHERAS 43200 SELANGOR DARUL EHSAN, MALAYSIA', 'total': '46.90'}"
343,<PIL.JpegImagePlugin.JpegImageFile image mode=RGB size=744x1286 at 0x7F90CA6717B0>,"{'company': 'BOON SENG PAPER SDN BHD', 'date': '19/03/2018', 'address': '12, JALAN BUNGA TANJUNG, 2/16 SEKSYEN 2, 40000 SHAH ALAM, SELANGOR', 'total': '31.80'}"
344,<PIL.JpegImagePlugin.JpegImageFile image mode=RGB size=928x1769 at 0x7F90CA671810>,"{'company': 'PASARAYA BORONG PINTAR SDN BHD', 'date': '14/03/2018', 'address': 'NO 19-G& 19-1& 19-2 JALAN TASIK UTAMA 4, MEDAN NIAGA TASIK DAMAI', 'total': '0.90'}"
345,<PIL.JpegImagePlugin.JpegImageFile image mode=RGB size=615x931 at 0x7F90CA671870>,"{'company': 'LIAN HING STATIONERY SDN BHD', 'date': '27/03/2018', 'address': 'NO.32 & 33, JALAN SR 1/9, SEKSYEN 9, TAMAN SERDANG RAYA, 43300 SERI KEMBANGAN, SELANGOR DARUL EHSAN', 'total': '79.50'}"
346,<PIL.JpegImagePlugin.JpegImageFile image mode=RGB size=884x1678 at 0x7F90CA6718D0>,"{'company': 'HON HWA HARDWARE TRADING', 'date': '21/09/2017', 'address': 'NO 37, JALAN MANIS 7, TAMAN SEGAR, 56100 CHERAS, KUALA LUMPUR.', 'total': '10.40'}"
